SYMBOL HCT15_LARGE_INTESTINE
NT5DC2 -0.0124
DLGAP1-AS1 0.0152
CENPH 0.0379
MRPS26 0.0194
SIX1 0.0054
MRPS24 0.0036
SIX3 -0.0128
MRPS15 0.0115
MRPS11 0.0047
MRPS9 0.0142
MRPS6 0.0023
MRPS5 0.0033
SKI 0.7307
MRPL41 0.038
MRPL40 0.0221
MRPL38 0.0122
MRPL36 -0.041
SKIL -0.0139
MRPL34 -0.0266
MRPL32 0.0036
SKIV2L 0.1441
RPL23AP64 -0.0236
BMP2 0.0194
SKP1 -0.0159
MRPL11 0.0252
MRPL9 0.0288
MRPL1 0.0014
NDRG4 -0.008
SLC26A6 -0.0124
SLC26A10 0.0318
PINK1 0.0115
SKP2 -0.0043
LOC650226 -0.0276
LOC650293 0.0193
SLA -0.0269
LOC650368 0.0492
SLAMF1 -0.0121
SLC1A1 -0.0228
REEP1 -0.006
GPBP1 -0.0043
ACD -0.008
RAPH1 0.0362
SLC1A2 -0.0167
CDK15 0.0362
TMEM237 0.0362
LOC650623 -0.002
NBEAL1 0.0362
ABCA17P 0
GAS6-AS1 0.0728
SLC1A3 -0.0043
CFLAR-AS1 0.0362
RTN4R 0.0221
MIPEPP3 0.0607
SLC4A3 -0.0153
MRPL44 -0.0153
VPS33A 0.029
NOL6 0.5693
TMEM135 0.0033
SLC1A4 -0.006
JMJD4 0.0162
KRI1 -0.0266
BMP3 0.0014
SLC1A5 -0.0159
MARCKSL1 0.0115
UPF3B 0.0027
SLC1A6 -0.0266
UPF3A 0.0728
RSRC2 0.029
SLC1A7 0.0106
PRAMEF1 0.009
PRAMEF2 0.009
INTS3 0.01
SOWAHC 0.0142
WNK1 0.0173
SLC2A1 0.0115
SLC2A2 -0.0139
FLJ38576 0.0215
SLC2A3 0.0173
SLC2A4 -7e-04
ANKRD33B -0.041
SLC2A5 0.0119
SLC3A1 -0.0128
BMP4 0.0054
SLC3A2 0.0252
SLC4A1 0.014
PCDH15 -0.009
SLC4A2 0.0246
NADK 0.1105
LOC652276 0
SLC5A1 0.0221
SLC5A2 0
ZNF643 0.0115
SPATS2 0.0318
ZSWIM4 -0.0266
SMTN 0.0221
C5orf42 -0.0043
ZNF649 0.3501
MPPE1 0.0286
SLC5A3 0.0023
SELRC1 0.0106
PYCRL -0.0024
UBE2Z 0.0209
C8orf33 -0.0024
WNK4 0.0082
WNK3 -0.005
WNK2 0.0043
SLC5A4 0.0221
SLC5A5 -0.0266
SLC6A1 -0.0118
SNORA48 -7e-04
SNORD10 -7e-04
GATSL3 0.0221
LRRC37A5P 0.0043
UCA1 -0.0266
BMP5 -0.0126
SLC6A2 -0.008
LOC653061 0.0083
LOC653075 0.0573
SLC6A3 -0.041
FAM86FP -0.0999
FAM74A2 0.0276
ZBTB8A 0.0115
FAM228A 0.0126
NBPF6 0.0666
LOC653160 0.0115
RPSAP9 0.0043
OR1D4 -7e-04
GUSBP3 0.0379
ABCC6P1 0
TRIM43B 0.0033
SLC6A4 0.0082
GTF2H2B 0.0379
KRTAP4-11 0.0082
PRB2 0.0489
AGAP7 -0.009
CT47A7 0.0027
SLC6A6 0.0268
ASAH2B -0.009
FAM153C -0.0061
KIAA0895L -0.008
FAM86B2 0.0358
NCF1 -0.0528
RRN3P2 0
GSTTP2 0.0221
SLC6A7 -0.0159
FOXD4L6 0.0482
SPAG11A -0.0108
FOXD4L5 0.0482
AQP12B 0.0274
MRPL45P2 0.0209
MLLT4-AS1 -0.0284
LOC653486 0.1504
RGPD3 0.0142
PSG10P -0.0266
LGALS7B -0.0266
SLC6A8 0.0583
SFTPA1 -0.002
LOC653513 0.0288
GPR89A 0.0288
DUX4L7 -0.0116
TMEM236 -1.6261
PHLDB3 -0.0266
SLC6A9 0.0115
HIST2H3D 0.0288
PRAMEF15 0.009
GOLGA6C -0.0018
GOLGA6D -0.0018
TBC1D3P1-DHX40P1 0.0122
LOC653653 0.0122
MBD3L4 -0.0266
MBD3L3 -0.0266
SEC1P 0.0087
FAM226B -0.005
GSTT2B 0.0221
LOC653712 0.0425
MZT2A -0.0345
LOC653786 0
SLC6A11 -0.0118
ZG16 0
FAM72B 0.0288
ACTR3C 0.0246
SLC6A12 0.0173
BMP6 -0.0078
SLC6A13 0.0173
SLC7A1 0.0052
SLC7A2 0.0363
OCM 0.0049
ZNF732 0.0193
SLC8A2 -0.0159
SNORA5A 0.0036
SNORA8 -0.0094
SNORA75 0.0274
SNORA13 -0.0159
TBC1D3G 0.0082
LOC654342 0.0033
LGALS9C -1.1284
PRAMEF16 0.009
NME1-NME2 0.0445
FAM138B -0.0024
LRTM2 0.0173
LOC654433 -0.0024
LINC00338 0.0122
FER1L6 -0.0088
KGFLP2 -0.0234
BOLA2B 0
SLC7A4 0.0221
IQCJ 0.0031
SLC8A1 0.0288
SLC8A3 -0.0047
PCP4L1 -0.0121
SLC9A1 0.0115
NCF1B -0.0528
NCF1C -0.0528
SLC9A2 0.0142
BMP7 -0.0015
SLC9A3 0.1091
SLC9A5 -0.008
SLC10A1 -0.0047
SLC10A2 -0.0114
SLC11A1 -0.0153
SLC12A1 4e-04
SLC12A2 -0.0159
SLC12A3 -0.008
BMP8B 0.0115
SLC12A4 -0.008
SLC13A1 0.0355
SLC14A1 0.0218
SLC15A1 0.0182
SLC15A2 -0.0289
SLC16A1 0.0288
SLC16A2 -0.005
SLC17A1 0.0072
SLC34A1 -0.0345
BMPR1A -0.002
SLC18A1 0.0363
SLC18A2 0.0178
SLC18A3 -0.009
SLC19A1 0.0864
SLC20A1 -0.0024
SLC20A2 -0.0058
SLC25A1 0.0221
SLCO2A1 0.0074
SLCO1A2 0.0489
BMPR1B 0.0014
SLC22A1 -0.0284
SLC22A3 -0.0284
SLC22A2 -0.0284
SLC22A4 -0.0159
SLC22A5 -0.0159
SLIT1 0.0178
SLIT3 -0.0345
SLN -0.0236
BMPR2 0.0362
SLPI 0.0099
SNAI2 -0.0142
SMARCA1 0.0027
SMARCA2 -0.0228
HLTF -0.0108
SMARCA4 -0.0266
STK33 0.0091
PLEKHA3 -0.0116
PHACTR4 0.0115
SMARCB1 0.0221
BRD9 0.6751
CAPRIN2 0.0146
ZSCAN18 -0.0173
GRAMD3 -0.0159
AACS -0.0847
ZBTB10 -0.0142
KCTD14 0.0022
ZNF747 0
DLK2 -0.002
SMARCC1 -0.0124
FAM173A 0
FUNDC2 0.0583
DDRGK1 0.0194
MRPS34 0
MGC2752 -0.0173
RASL11B 0.0324
C11orf95 0.0252
LRRC61 0.0246
BMX 0.0905
TMEM108 2.7531
CYP4F12 -0.0266
LYNX1 -0.0024
CHID1 0.0492
TRAK2 0.0362
SMARCC2 0.0318
SMARCD1 0.0318
SMARCD2 0.0122
SLC2A11 0.0221
MTMR9 -0.0108
BOLL 0.0362
SMARCD3 0.6201
SMARCE1 0.0082
SMN1 0.0379
SMN2 0.0379
SMO 0.0024
SMPD1 0.0091
POLR3D 0.0363
SMPD2 0.0044
SMS 0.0905
SUMO3 0.0864
SUMO2 0.0122
SIGLEC1 0.0194
SNAI1 -0.0015
SNAP25 0.0194
SNAPC1 -0.0047
SNAPC2 -0.0266
SNAPC3 -0.0228
BNIP1 -0.0345
SNCB -0.0345
SNAPC4 0.038
SNCA 0.0014
SNCG -0.002
FSCN1 0.0049
SNRNP70 0.0087
SNRPA -0.0266
SNRPA1 0.0181
SNRPB 0.0194
SNRPB2 0.0307
BNIP2 0.0219
SNRPC -0.002
SNRPD1 0.0218
SNRPD2 -0.0159
SNRPD3 0.0221
SNRPE 0.0162
SNRPF -0.004
SNRPG -0.006
SNRPN -0.0148
BNIP3 0.0163
SNTA1 0.0099
SNTB1 -0.0088
SNX1 0.0219
SNX2 -0.0159
SNTB2 -0.008
SOAT1 -0.0018
MIR539 -0.0293
MIR545 -0.005
MIR376A2 -0.0293
MIR487B -0.0293
MIR542 0.0027
HSP90AB4P 0.0219
SOD1 0.0023
ZNF826P -0.0266
HNRNPA1P10 0.0224
SOD2 -0.0284
SOD3 -0.0153
BNIP3L 0.0363
SOLH 0
SON 0.0023
SORD 3.2206
SORL1 -0.0236
SOS1 0.0288
SOS2 0.0054
SOX1 0.0728
SOX2 -0.0139
SOX3 0.0027
SOX4 0.0072
BOK 0.0274
SOX5 -0.0277
SOX9 0.0122
SOX10 0.0221
SOX11 -0.0313
SOX15 -7e-04
SOX12 0.0988
SP1 0.0318
SP2 0.0209
DST -0.0126
SP3 0.0442
SP4 0.0049
SP100 0.0274
SPAG1 -0.0142
UAP1 -0.0121
SPAG4 0.0099
SPAM1 0.0355
SPARC -0.0159
FOXL2 0.0074
SPAST 0.0126
SPG7 0.0217
SPI1 -0.0167
SPIB 0.0087
BPGM 0.0024
SPINK1 -0.0159
SPINK2 0.0035
SPINT1 0.6866
SPN 0
SPP2 0.0274
SPOCK1 -0.0159
SPP1 0.0014
SPR -0.006
SPRR1A 0.01
SPRR1B 0.01
BPHL -0.0078
SPRR2A 0.01
SPRR2B 0.01
SPRR2C 0.01
SPRR2D 0.01
SPRR2E 0.01
SPRR2F 0.01
SPRR2G 0.01
SPRR3 0.01
SPTA1 -0.0121
SPTAN1 -0.0305
BPI 0.0099
SPTB -0.0047
SPTBN1 0.0303
SPTBN2 -3e-04
SQLE -0.0197
SRC 0.0099
SRD5A1 -0.041
SRD5A2 0.0126
SRI 0.0103
AKR1D1 0.0024
SRD5A1P1 0.0027
BRCA1 0.014
SREBF1 0.0196
SREBF2 0.0221
SRF -0.002
SRM 0.009
SRMS -0.0015
SRP9 0.0162
SRP14 -0.0079
SRP19 -0.0159
SRP54 0.0255
BRAF 0.0024
SRP68 0.0122
SRP72 0.0035
SRPK1 -0.002
SRPK2 0.0065
SRPR -0.0236
SRY -0.8796
TRIM21 0.0492
TROVE2 -0.0147
SSB 0.0442
SSBP1 0.0024
SSFA2 -0.0116
SSR1 -0.0078
SSR2 -0.0121
SSR3 0.0091
SSR4 0.0583
SSRP1 0.0252
BRCA2 -0.0125
SST -0.0139
SSTR1 0.0054
SSTR2 0.0122
SSTR3 0.0221
SSTR4 0.0307
SSTR5 0
SSX1 -0.005
SSX5 -0.005
BRDT 0.0613
SS18 0.0218
ST5 0.0091
ST13 0.0221
ST14 0.0016
STAC 0.0256
ZFP36L1 -0.0047
STAR 0.0173
STAT1 0.0362
STAT2 0.0318
STAT3 0.0082
STAT4 0.0362
STAT5A 0.0082
SCARNA3 -0.0018
SCARNA20 0.0122
STAT5B 0.0082
SCARNA21 -7e-04
SCARNA18 0.0045
SCARNA2 0.0666
SCARNA7 0.0031
SCARNA13 -0.0293
SCARNA17 0.0322
SCARNA22 0.0193
SCARNA4 -0.0121
SCARNA6 0.0274
SCARNA23 0.0905
SCARNA1 0.0115
SCARNA5 0.0274
SCARNA8 -0.0228
SCARNA12 0.0173
SCARNA15 0.0047
LINC00488 -0.0289
SCARNA11 0.0173
SCARNA16 0.0122
SNORA1 -0.0094
SNORA2A 0.0318
SNORA2B 0.0318
SNORA5B 0.0036
SNORA5C 0.0036
SNORA7B 0.0425
SNORA9 0.0036
SNORA11 -0.005
STAT6 0.0318
SNORA12 0.0178
SNORA14A -0.0528
SNORA14B 0.0162
SNORA15 -0.0276
SNORA17 0.038
SNORA18 -0.0094
SNORA20 -0.0284
SNORA22 -0.0953
SNORA23 0.0091
SNORA24 -0.0116
SNORA26 0.0324
SNORA28 0.0133
SNORA29 -0.0284
SNORA30 0
SNORA31 -0.0125
SNORA34 0.0318
SNORA35 -0.0307
SNORA36A 0.0583
SNORA36B 0.0162
SNORA37 -0.0178
SNORA38 0.1441
SNORA39 0.0099
SNORA40 -0.0094
SNORA42 -0.0121
SNORA43 0.038
SNORA44 0.0115
SNORA45 0.0091
SNORA46 -0.008
SNORA47 0.0045
SNORA49 0.0577
SNORA50 -0.008
SNORA51 0.0194
SNORA53 -0.004
SNORA54 0.0492
SNORA55 0.0115
SNORA56 0.0583
SNORA58 -0.0507
SNORA60 0.0099
SNORA61 0.0115
SNORA71C 0.0099
SNORA71D 0.0099
SNORA74B -0.0345
SNORA76 0.0122
SNORA77 0.0162
SNORA78 0
SNORA79 -0.0293
SNORA80 0.0023
SNORA81 -0.0139
SNORD1A 0.0122
SNORD1B 0.0122
SNORD1C 0.0122
STATH 0.0014
ZFP36L2 -0.0128
STAU1 -0.0015
STC1 0.0363
HSPA13 0.0023
SULT1E1 0.0014
ELOVL4 0.0217
STIM1 0.0492
CD27-AS1 0.0173
NEK4 -0.0124
STK3 -0.0142
STK4 0.0099
AURKA -0.0015
AURKAPS1 0.0162
CDKL5 0.0905
STK10 -0.0345
STK11 -0.0266
AURKC -0.0173
SULT1A2 0
BRS3 0.0027
STRN 0.0288
STX1A -0.0528
STX3 0.0252
STX4 0
STX5 0.0252
STXBP1 -0.0305
STXBP2 -0.0266
STXBP3 0.0666
STYX 0.0054
SULT1A1 0
SULT1A3 0
SULT1C2 0.0142
BSG -0.0266
SULT2B1 0.0087
SUOX 0.0318
SULT2A1 0.0087
SUPT4H1 0.0122
SUPT5H -0.0266
BST1 -0.0153
SUPT6H 0.0082
SUPV3L1 -0.002
ABCC8 0.0275
SURF1 -0.0067
SURF2 -0.0067
SURF4 -0.0067
MED22 -0.0067
SURF6 -0.0067
SUV39H1 -0.005
BST2 -0.0266
SVIL 0.009
VAMP1 0.0173
VAMP2 -7e-04
XCL2 -0.0121
SYCP1 0.0288
SNORA25 -0.0094
BTC 0.0014
SYK 0.0043
SYN1 -0.005
SYN2 -0.0118
SYP -0.005
SYPL1 0.0065
SYT1 -0.004
BTD 0.0268
SYT4 0.0218
SYT5 -0.0173
T -0.0284
TAC1 0.0517
TACR2 -0.002
TAC3 0.0318
TACC1 0.0173
ADAM17 0.0067
TACR1 -0.006
KLF9 0.0482
TACR3 0.0014
TADA2A 0.0082
TAF1 -0.005
TAF2 -0.0088
TAF4 -0.0015
TAF4B 0.0218
TAGLN -0.0236
TAF5 0.0178
TAF6 0.0094
TAF7 -0.0159
KLF5 0.0872
TAF9 0.0379
TAF10 0.0091
TAF11 -0.002
TAF12 0.0115
TAF13 0.0666
MAP3K7 0.0217
TAL1 0.0518
TAL2 0.0043
TALDO1 0.0492
BTF3 0.0379
TAP1 -0.002
TAP2 -0.002
TAPBP -0.002
TARBP1 0.0162
TARBP2 0.0318
TARS -0.0043
TAT -0.008
TBX1 0.0221
BTF3P11 0.0182
CNTN2 0.0162
TAZ 0.0583
TBCA 0.0045
TBCC -0.002
TBCD 0.0355
TBCE 0.0162
SERPINA7 0.0183
TBL1X 0.0905
TBP -0.0284
TBX2 0.0122
TBX5 0.029
TBX6 0
TBX15 0.0288
TBXA2R -0.0266
TBXAS1 0.0024
TCEA1 -0.0142
TCEA2 -0.0015
TCEA3 0.0115
SNORD9 0.0161
SNORD12 -0.0015
SNORD11 0.0362
SNORA32 -0.0094
SNORD5 -0.0094
SNORA16A 0.0115
SNORD6 -0.0094
SNORD7 0.0082
SNORD45C -0.0143
SNORD17 0.0307
SNORD49B 0.0339
SNORD50B 0.0217
SNORD19 -0.0124
SNORD59B 0.0318
SNORD23 2.3736
SNORD32B 0.0013
SNORD62B -0.0067
MSMP 0.0135
FAM86DP 0.0171
TCEB1 -0.0142
SNORD65 0.0339
SNORD66 -0.0139
SNORD67 -0.0167
SNORD69 -0.0124
SNORD70 0.0362
SNORD71 -0.008
SCARNA10 0.0173
SCARNA14 0.0219
SNORA16B 0.0162
SNORA57 0.0252
SNORD75 -0.0116
SNORD76 -0.0116
SNORD77 -0.0116
SNORD78 -0.0116
SNORD84 0.1441
SNORD85 0.0115
SNORD86 0.0194
SNORD88A 0.0087
SNORD88B 0.0087
SNORD88C 0.0087
SNORD89 0.0142
SNORD90 -0.0305
SNORD91A -7e-04
SNORD91B -7e-04
SNORD92 0.0126
SNORD93 0.0049
SNORD98 -0.002
SNORD99 0.0115
SNORD110 0.0194
SNORD111 -0.008
SNORD97 0.0091
FBXO22-AS1 -0.0018
SNORD94 -0.006
SNORD96B 0.0183
SNORD104 0.0122
SNORD105 -0.0266
SNORD117 0.1441
SNORD103A 0.0115
SNORD103B 0.0115
TCEB2 0
PPAN-P2RY11 -0.0266
TCEB3 0.0115
TCF4 -0.0178
TBX3 0.029
HNF1A 0.029
HNF1B 0.0082
TCF3 -0.0266
MIR33B 0.0196
MIR411 -0.0293
MIR421 -0.005
MIR449B -0.0043
MIR532 -0.005
MIR548A1 -0.0078
MIR548A2 -0.0126
MIR548A3 -0.0142
MIR548B 0.0076
MIR548C 0.021
MIR548D1 -0.0142
MIR548D2 0.0082
MIR549 -0.0029
MIR550A1 0.0036
MIR550A2 0.0036
MIR551A 0.0039
MIR551B -0.0139
MIR553 -0.0155
MIR554 0.0288
MIR555 0.01
MIR556 -0.0121
MIR557 -0.0121
MIR558 -0.0334
MIR559 -0.0128
MIR561 0.0362
MIR563 0.0268
MIR564 0.0256
MIR567 -0.0289
MIR568 -0.0289
MIR569 -0.0139
MIR570 -0.0139
MIR572 -0.0153
MIR573 -0.0153
MIR574 -0.0238
MIR575 0.0014
MIR577 -0.0116
MIR578 -0.0558
MIR580 -0.0043
MIR581 -0.0043
MIR583 0.0045
MIR585 -0.0345
MIR586 0.016
MIR589 0.0049
MIR590 -0.0528
MIR591 0.0517
MIR592 0.0024
MIR593 0.0024
MIR595 0.0109
MIR596 -0.0029
MIR597 -0.0108
MIR598 -0.0108
MIR599 -0.0142
MIR600 -0.0305
MIR601 -0.0305
MIR602 0.038
MIR603 0.009
MIR604 0.009
MIR605 -0.009
MIR608 0.0178
MIR609 0.0178
MIR610 -0.0167
MIR611 0.0252
MIR612 0.0252
MIR613 0.0489
MIR614 0.0489
TCF7 -0.0159
MIR615 0.0318
MIR617 -0.004
MIR618 -0.004
MIR620 0.029
MIR621 -0.0125
MIR622 0.0182
MIR623 0.0182
MIR624 0.0255
MIR626 0.0386
MIR627 0.0386
MIR628 0.0219
MIR629 0.0219
MIR630 -0.0018
MIR631 -0.0018
MIR632 0.0082
MIR634 0.0122
MIR635 0.0122
MIR636 0.0122
MIR637 -0.0266
MIR638 -0.0266
MIR639 -0.0266
MIR641 -0.0266
MIR642A -0.0159
MIR643 0.0224
MIR644A 0.0099
MIR645 -0.0015
MIR647 -0.0015
MIR648 0.0221
MIR92B 0.01
TCF7L2 0.0178
ZEB1 0.009
GCFC2 -0.006
TCF12 0.0219
TCF15 0.0988
BTG1 -0.004
ZNF354A -0.0061
TCF19 -0.0759
TCF20 0.0221
TCF21 0.0056
VPS72 0.0288
MLX 0.0082
TCN1 0.0252
TCN2 0.0221
TCOF1 -0.0159
BTK 0.0183
TCP1 -0.0284
TCP10 -0.0284
TCP11 -0.002
BTN1A1 0.0072
TECTB 0.0178
TCTA -0.0124
BUB1 1.4209
DYNLT3 -0.005
TCTE3 -0.0284
PPP1R11 0.0342
DYNLT1 -0.0284
TDG 0.0133
TDGF1 -0.02
TDGF1P3 1.1764
TDO2 -0.0197
ACTC1 -0.0079
PRDX2 -0.0266
TEAD1 0.0558
TEAD4 0.0173
TEAD3 -0.002
TEC 0.4392
TECTA -0.0236
TEF 0.0221
TMBIM6 0.0318
BUB1B -0.0079
TEK -0.0117
TEP1 0.0353
TERC -0.0139
TERF1 -0.0142
TERF2 -0.008
TERT -0.041
TESK1 0.0135
TF 0.0074
TFAM 0.0357
TFAP2A -0.0078
TFAP2B 0.016
TFAP2C -0.0015
TFAP4 0
TFCP2 0.0318
NR2F1 0.0045
NR2F2 0.0181
TFDP1 0.0728
TFDP2 0.0074
TFE3 -0.005
TFF1 0.0149
TFF2 0.0149
TFF3 0.0149
TFPI 0.0362
TFR2 0.0094
TFRC -0.0139
TG -0.0269
TGFA -0.006
TGFB1 -0.0266
TGFB1I1 0
TGFB2 0.0162
TGFB3 -0.0293
LEFTY2 0.0162
TGFBI -0.0159
TGFBR1 0.0043
TGM4 0.0256
TGFBR2 0.0489
TGFBR3 0.0613
BYSL -0.002
TGIF1 0.0152
TGM1 0.0529
TGM2 0.0099
TGM3 0.0194
TH 0.0492
THBD 0.0307
THBS1 -0.0079
THBS2 -0.0284
THBS3 0.01
TSPO -0.0035
THBS4 0.0045
TCHH 0.0288
THOP1 -0.0266
THPO -0.0139
THRA 0.0082
THRB -0.0041
THRSP 0.0022
THY1 -0.0236
KLF10 -0.0142
TIA1 -0.006
TIAL1 0.0178
TIAM1 0.0023
TIE1 0.0115
TIMP1 -0.005
TIMP2 0.0122
TIMP3 0.0221
TIMP4 -0.0118
C1QBP -7e-04
NKX2-1 0.0054
TJP1 0.0573
TK1 0.0122
TK2 -0.008
TKT -0.0124
ICAM5 -0.0266
TLE1 0.0043
TLE2 -0.0266
TLE3 0.0219
TLE4 0.0043
TLL1 -0.0558
TLL2 0.0178
TLN1 0.0135
SEC62 -0.0139
TLR1 -0.0238
TLR2 -0.0197
TLR3 0.0215
TLR4 -0.0305
ACTG1 0.0355
SERPING1 0.0252
TLR5 0.0162
NR2E1 0.0044
TSPAN7 -0.005
TSPAN8 0.021
TM4SF4 -0.0108
TSPAN6 0.0183
TSPAN4 0.0492
GPR137B 0.0162
TM7SF2 0.0252
TRAPPC10 0.0149
ERC2-IT1 -0.0475
TMF1 0.0171
TMOD1 0.0043
TMPO -0.004
TMPRSS2 0.0149
TMSB4X 0.0905
C1QA 0.0115
CLDN5 0.0221
CLEC3B 0.0256
TNF 0.1441
TNNC2 0.0099
TNFAIP1 0.0082
TNFAIP2 0.0133
TNFAIP3 0.0056
C1QB 0.0115
TNFAIP6 0.023
TNFRSF1A 0.0173
TNFRSF1B 0.009
TNNC1 -0.0124
TNNI1 0.0031
TNNI2 0.0492
TNNI3 -0.0173
TNNT1 -0.0173
TNNT2 0.0031
C1QC 0.0115
TNNT3 0.0492
TNP1 -0.0153
TNP2 0
TNR -0.0018
TNS1 -0.0153
TNXA 0.1441
TNXB 0.1441
C1R 0.0173
TOP1 0.0099
TOP1P1 -0.0116
TOP1P2 0.0221
TOP2A 0.0082
TOP2B -0.0041
TOP3A 0.0196
TP53 -7e-04
TP53BP1 0.0386
TP53BP2 0.0162
C1S 0.0173
TP73 0.0039
TPBG 0.0217
TPD52 -0.0142
TPD52L1 0.0076
TPD52L2 -0.0015
TPH1 0.0275
TPI1 0.0173
TPM1 0.0219
TPM2 0.0135
C2 0.1441
TPM3 0.01
TPM4 -0.0266
TPMT -0.0078
TPO 0.0522
TPP2 0.0182
TPR -0.0147
TPSAB1 0
TPT1 -0.0125
TPTE -0.4496
C3 -0.0266
CRISP2 0.016
NR2C1 -0.004
NR2C2 0.0268
HSP90B1 0.0133
TRAF1 -0.0305
TRAF2 0.038
TRAF3 0.0133
TRAF5 0.0162
TRAF6 -0.0167
C3AR1 0.0173
ACTG2 -0.006
C4A 0.1441
TRH 0.0425
TRHR -0.0142
CCT3 -0.0121
TRIO -0.0043
TRIP6 0.0094
C4B 0.1441
TRO -0.005
C4BPA 0.0162
TRPC1 0.0074
TRPC2 0.0492
TRPC3 -0.0116
TRPC4 -0.0125
TRPC5 -0.0307
TRPC6 -0.0094
TRPM2 0.0864
TRPS1 -0.0088
MIR650 0.0221
MIR651 0.0905
LHFPL3-AS2 0.0065
INS-IGF2 0.0492
ANP32AP1 -0.0079
MIR653 0.0517
MIR654 -0.0293
MIR655 -0.0293
MIR656 -0.0293
MIR657 0.0355
MIR658 0.0221
MIR659 0.0221
MIR660 -0.005
MIR661 -0.0024
MIR662 0
MIR663A 0.0099
CXorf31 -0.005
SNHG4 -0.0159
TSN 0.0106
TSC1 -0.0067
TSC2 0
C4BPB 0.0162
TSG101 0.0275
TSHB 0.0288
TSHR -0.0293
TSNAX 0.0162
TSPY1 -0.8796
TSPYL1 0.0076
CAPN5 0.0022
TSSC1 0.0522
PHLDA2 0.0492
TST 0.0221
TSTA3 -0.0024
TTC1 -0.0345
DNAJC7 0.0082
TTC3 0.0593
TTC4 0.0106
C5 -0.0305
TTF1 -0.0067
TTK 0.0217
TTN -0.0116
TTPA -0.0142
TUB 0.0091
TTR 0.0218
LOC727677 -0.0269
LINC00163 0.0864
TUBA4A -0.0153
SNORD116-19 -0.0148
LOC727710 0.0217
ROCK1P1 0.0152
TUBA3C -0.0255
RNF208 0.038
FAM75A3 -0.0234
GOLGA6L6 -0.7732
RGPD8 -0.0024
BHLHA9 -7e-04
LOC727896 0.0152
MUC5B 0.0492
TLCD2 -7e-04
LOC727915 0.0047
LOC727924 -0.7732
GXYLT2 0.0171
SDHAP2 -0.0139
HEATR7A -0.0024
LOC727982 -0.0313
C5AR1 -0.0159
TUBB2A -0.0078
LOC728012 2e-04
LOC728024 0.0173
CT47A10 0.0027
SSR4P1 0.0864
LOC728040 0.0014
CT47A9 0.0027
CT47A8 0.0027
CT47A6 0.0027
FAM133DP 0.0033
CT47A5 0.0027
CT47A4 0.0027
LINC00290 0.0215
CT47A3 0.0027
LOC728084 -0.004
CT47A2 0.0027
CT47A1 0.0027
ZBTB8B 0.0115
FAM22A 0.7308
FAM22D 0.0178
TSPY3 -0.8796
LOC728175 0.0215
LOC728190 0.7308
LINC00460 -0.0114
FAM155A -0.0114
LOC728218 0.0178
KRTAP4-8 0.0082
LOC728228 0.0194
TMEM191B 0.0221
PI4KAP1 0.0221
FAM157A -0.0139
MIR143HG -0.0159
CLEC19A 0
KRTAP2-2 0.0082
D2HGDH 0.0274
KRTAP19-8 0.0023
TUBG1 0.0082
GOLGA6L7P 0.0573
KRTAP9-1 0.0082
LOC728323 0.2049
GTF2H2C 0.0379
LOC728342 -0.0159
DEFA1B -0.0367
LOC728369 0.0193
LOC728373 0.0193
LOC728377 0.0246
POTEF -0.0345
LOC728379 0.0193
USP17L5 0.0193
LOC728392 -7e-04
LOC728393 0.0193
TSPY4 -0.8796
TUFM 0
LOC728400 0.0193
TPI1P3 0.0076
TSPY8 -0.8796
AGAP8 -0.009
LOC728405 0.0193
LOC728407 -0.009
C21orf54 0.0023
GUSBP1 -0.0043
LOC728419 0.0193
LOC728431 0.0115
PPIEL 0.0115
OPN1MW2 0.0583
LOC728463 0.0162
METTL24 0.0044
DNLZ 0.038
SERF1B 0.0379
FAM74A3 -0.0234
LOC728537 0.0504
LOC728554 -0.0061
LOC728558 0.0178
C12orf73 0.0133
CNTNAP3B -0.5633
CCDC169 -0.0125
TUFT1 0.0288
LOC728606 0.0218
SDHAP3 -0.041
LOC728613 -0.041
ASB9P1 0.0047
CCDC30 0.0115
SKP1P2 0.0489
DHRS4L1 0.0529
FAM133CP 0.0357
CDK11A 0.1105
LOC728643 -0.009
HULC -0.0078
RPL13AP5 -0.009
SLC35E2B 0.1105
SPANXB1 0.0027
TULP1 -0.002
LOC728716 0.0039
ZBED3-AS1 0.0045
LOC728724 -0.0269
LOC728730 0.0288
LOC728739 0.0133
LOC728743 0.0246
ANKRD20A4 0.0482
LOC728752 -0.0266
PIN4P1 0.0386
PABPC1P2 0.023
FRMPD2P1 -0.009
TULP2 0.0087
NSFP1 0.6674
LOC728819 -0.0128
FAM72D 0.0288
C12orf71 -0.0277
LOC728875 0.0288
FAM182B 0.0099
TULP3 0.0173
CT45A2 0.0027
NBPF24 0.0288
ZNF736 -0.0953
TCEB3CL 0.0322
GPR89C 0.0288
NBPF16 0.0288
PDZK1P1 0.0288
ZNF705D -1.5552
RPS15AP10 0.0115
LOC728978 -0.002
LOC728989 0.0288
C6 -0.0043
HIRA 0.0221
LOC729013 0.0091
LOC729020 0.0178
SLC15A5 0.0489
LOC729041 0.0518
LOC729059 0.0115
LOC729080 -0.0159
OIP5-AS1 0.0386
FAM198A 0.0256
AGAP5 -0.002
BMS1P4 -0.002
TWIST1 0.0049
LOC729121 0.0142
GTF2IRD1P1 -0.0953
ANKRD20A8P 0.0033
LOC729176 0.0056
LOC729177 0.0072
