SYMBOL BT474_BREAST
SNORA76 0.2409
SNORA77 1.053
SNORA78 0.0164
SNORA79 0.3536
SNORA80 -0.3074
SNORA81 0.4246
SNORD1A -0.3027
SNORD1B -0.3027
SNORD1C -0.3027
STATH -0.228
ZFP36L2 -0.1553
STAU1 1.379
STC1 -0.4152
HSPA13 -0.24
SULT1E1 -0.228
ELOVL4 0.0938
STIM1 -0.7408
CD27-AS1 0.0617
NEK4 -0.6312
STK3 0.6926
STK4 1.7994
AURKA 1.8339
AURKAPS1 -0.2608
CDKL5 0.9123
STK10 0.1545
STK11 -0.375
AURKC 0.0706
SULT1A2 0.0196
BRS3 -0.5108
STRN -0.1553
STX1A 0.2876
STX3 0.6692
STX4 -0.0406
STX5 -0.3067
STXBP1 0.537
STXBP2 -0.3648
STXBP3 -0.2738
STYX 0.2975
SULT1A1 0.0196
SULT1A3 0.0196
SULT1C2 -0.0298
BSG -0.375
SULT2B1 0.0982
SUOX 0.1315
SULT2A1 0.0719
SUPT4H1 1.0358
SUPT5H 0.0725
BST1 -0.2274
SUPT6H 0.2744
SUPV3L1 0.0056
ABCC8 0.0807
SURF1 0.0589
SURF2 0.0589
SURF4 0.0589
MED22 0.0589
SURF6 0.0589
SUV39H1 0.2384
BST2 0.2702
SVIL 0.0593
VAMP1 0.0617
VAMP2 -0.2853
XCL2 0.695
SYCP1 -0.2426
SNORA25 -0.2358
BTC -0.228
SYK -0.3988
SYN1 0.2384
SYN2 0.0777
SYP 0.2384
SYPL1 0.2876
SYT1 0.8604
BTD 0.0777
SYT4 0.2765
SYT5 0.0706
T -0.7191
TAC1 0.2876
TACR2 0.0056
TAC3 0.1315
TACC1 -0.2973
ADAM17 0.3883
TACR1 -0.1199
KLF9 -0.4052
TACR3 -0.2
TADA2A 1.9628
TAF1 -0.4833
TAF2 0.6926
TAF4 -0.3196
TAF4B 0.2889
TAGLN -0.2591
TAF5 -0.2548
TAF6 0.2876
TAF7 0.0277
KLF5 -0.202
TAF9 -0.3665
TAF10 0.4747
TAF11 0.0686
TAF12 -0.2656
TAF13 -0.2738
MAP3K7 0.0938
TAL1 -0.206
TAL2 0.2364
TALDO1 -0.7538
BTF3 -0.3667
TAP1 0.0686
TAP2 0.0686
TAPBP 0.0686
TARBP1 -0.2819
TARBP2 0.1315
TARS 0.684
TAT 0.0683
TBX1 -0.2642
BTF3P11 -0.202
CNTN2 -0.2856
TAZ -0.5108
TBCA -0.3667
TBCC 0.0686
TBCD 0.2317
TBCE 0.4012
SERPINA7 -0.5108
TBL1X 0.8738
TBP -0.7191
TBX2 0.668
TBX5 0.2858
TBX6 0.0196
TBX15 -0.1866
TBXA2R -0.375
TBXAS1 0.4872
TCEA1 0.2718
TCEA2 0.8138
TCEA3 -0.2656
SNORD9 0.8007
SNORD12 1.379
SNORD11 -0.0581
SNORA32 -0.2358
SNORD5 -0.2358
SNORA16A -0.2656
SNORD6 -0.2358
SNORD7 0.2744
SNORD45C -0.1961
SNORD17 0.3025
SNORD49B -0.3102
SNORD50B 0.0938
SNORD19 -0.6312
SNORD59B 0.1315
SNORD23 0.0719
SNORD32B 0.0608
SNORD62B 0.8667
MSMP -0.7127
FAM86DP -0.2621
TCEB1 0.2878
SNORD65 -0.3102
SNORD66 0.4266
SNORD67 0.0447
SNORD69 -0.6312
SNORD70 -0.0581
SNORD71 0.0683
SCARNA10 0.0617
SCARNA14 -0.2687
SNORA16B 0.3476
SNORA57 -0.3067
SNORD75 0.7116
SNORD76 0.7116
SNORD77 0.7116
SNORD78 0.7116
SNORD84 0.0242
SNORD85 -0.2687
SNORD86 0.2858
SNORD88A 0.0982
SNORD88B 0.0982
SNORD88C 0.0982
SNORD89 -0.0073
SNORD90 1.0009
SNORD91A -0.2974
SNORD91B -0.2974
SNORD92 -0.1491
SNORD93 0.6699
SNORD98 0.0957
SNORD99 -0.2656
SNORD110 0.2858
SNORD111 0.0683
SNORD97 0.0807
FBXO22-AS1 0.0211
SNORD94 -0.1199
SNORD96B -0.5108
SNORD104 0.2409
SNORD105 0.4694
SNORD117 0.0242
SNORD103A -0.2687
SNORD103B -0.2687
TCEB2 0.0164
PPAN-P2RY11 0.4694
TCEB3 -0.2656
TCF4 0.2765
TBX3 0.3706
HNF1A 0.2996
HNF1B 1.613
TCF3 -0.375
MIR33B -0.3102
MIR411 0.277
MIR421 -0.4833
MIR449B -0.3583
MIR532 0.2384
MIR548A1 0.0608
MIR548A2 0.0858
MIR548A3 0.6926
MIR548B 0.0673
MIR548C 0.5638
MIR548D1 0.6926
MIR548D2 -0.2477
MIR549 0.0549
MIR550A1 0.9246
MIR550A2 0.6431
MIR551A -0.2698
MIR551B 0.4361
MIR553 -0.2384
MIR554 -0.2863
MIR555 0.2316
MIR556 0.6745
MIR557 0.695
MIR558 -0.1491
MIR559 -0.1553
MIR561 -0.0281
MIR563 0.0777
MIR564 -0.6438
MIR567 0.3837
MIR568 0.3837
MIR569 0.7301
MIR570 0.4199
MIR572 1.3351
MIR573 -0.1867
MIR574 -0.2632
MIR575 -0.2262
MIR577 -0.2
MIR578 -0.2053
MIR580 0.684
MIR581 -0.3583
MIR583 -0.5573
MIR585 0.1545
MIR586 0.0686
MIR589 0.6097
MIR590 0.2876
MIR591 0.2876
MIR592 0.3075
MIR593 0.3075
MIR595 0.4564
MIR596 -0.4352
MIR597 -0.4501
MIR598 -0.4501
MIR599 0.6926
MIR600 1.0009
MIR601 1.0009
MIR602 0.0589
MIR603 0.0593
MIR604 0.0593
MIR605 0.0596
MIR608 -0.2548
MIR609 -0.2548
MIR610 0.0703
MIR611 0.6692
MIR612 1.0567
MIR613 0.1013
MIR614 0.1013
TCF7 0.0277
MIR615 0.1315
MIR617 0.8604
MIR618 0.8604
MIR620 0.3706
MIR621 -0.2528
MIR622 -0.202
MIR623 -0.2327
MIR624 0.8572
MIR626 -0.3133
MIR627 -0.3133
MIR628 -0.257
MIR629 -0.2687
MIR630 0.3352
MIR631 0.0211
MIR632 0.2744
MIR634 -0.1882
MIR635 0.2679
MIR636 -0.3027
MIR637 -0.375
MIR638 0.4694
MIR639 0.2413
MIR641 0.07
MIR642A 0.0719
MIR643 0.0982
MIR644A 2.1747
MIR645 1.2387
MIR647 0.8138
MIR648 -0.2642
MIR92B 0.2316
TCF7L2 -1.2404
ZEB1 0.0593
GCFC2 -0.1199
TCF12 -0.257
TCF15 0.3106
BTG1 -0.2641
ZNF354A 0.1085
TCF19 0.0242
TCF20 -0.3174
TCF21 0.0673
VPS72 -0.2863
MLX -0.2998
TCN1 0.6692
TCN2 -0.3191
TCOF1 0.0443
BTK -0.5108
TCP1 -0.7139
TCP10 -0.7191
TCP11 0.0686
BTN1A1 0.0608
TECTB -1.2404
TCTA -0.7116
BUB1 -0.0298
DYNLT3 0.9104
TCTE3 -0.7191
PPP1R11 0.0242
DYNLT1 -0.7139
TDG -0.2619
TDGF1 -0.6438
TDGF1P3 -0.5108
TDO2 -0.2178
ACTC1 -0.2383
PRDX2 0.4694
TEAD1 0.0807
TEAD4 0.0951
TEAD3 0.0686
TEC -0.2136
TECTA -0.2591
TEF -0.3174
TMBIM6 0.1315
BUB1B -0.3133
TEK -1.7646
TEP1 0.8134
TERC 0.4361
TERF1 0.2809
TERF2 0.0683
TERT 0.7078
TESK1 -0.7127
TF 0.4154
TFAM 0.0957
TFAP2A 0.0441
TFAP2B 0.0686
TFAP2C 1.8339
TFAP4 0.0164
TFCP2 0.1315
NR2F1 -0.5573
NR2F2 -0.2857
TFDP1 -0.2648
TFDP2 0.4125
TFE3 0.2384
TFF1 -0.3366
TFF2 -0.3366
TFF3 -0.3366
TFPI -0.0281
TFR2 0.2876
TFRC 1.7979
TG 0.6926
TGFA -0.1973
TGFB1 0.1045
TGFB1I1 -0.0406
TGFB2 0.3476
TGFB3 0.2663
LEFTY2 0.2668
TGFBI 0.0277
TGFBR1 -0.3988
TGM4 -0.6438
TGFBR2 0.0777
TGFBR3 -0.2324
BYSL 0.0686
TGIF1 0.6368
TGM1 0.823
TGM2 -1.3151
TGM3 0.2858
TH -0.7538
THBD 0.3025
THBS1 -0.2623
THBS2 -0.7191
THBS3 0.2316
TSPO -0.3174
THBS4 -0.3878
TCHH -0.2863
THOP1 -0.375
THPO 0.4266
THRA 2.5078
THRB 0.0777
THRSP -0.2207
THY1 -0.2591
KLF10 0.6926
TIA1 -0.1973
TIAL1 -1.2404
TIAM1 -0.282
TIE1 -0.2742
TIMP1 0.2384
TIMP2 -0.3045
TIMP3 -0.3046
TIMP4 0.0777
C1QBP -0.3153
NKX2-1 1.4015
TJP1 0.2866
TK1 -0.3027
TK2 0.0683
TKT -0.6312
ICAM5 0.4694
TLE1 -0.3988
TLE2 -0.375
TLE3 -0.2687
TLE4 -0.3988
TLL1 -0.2053
TLL2 -0.2548
TLN1 -0.7127
SEC62 0.4361
TLR1 -0.2632
TLR2 -0.2178
TLR3 -0.2203
TLR4 0.3009
ACTG1 0.2309
SERPING1 0.3267
TLR5 -0.2608
NR2E1 0.0587
TSPAN7 -1.6007
TSPAN8 0.1539
TM4SF4 0.4306
TSPAN6 -0.5108
TSPAN4 -0.7538
GPR137B 0.4012
TM7SF2 1.0567
TRAPPC10 -0.3366
ERC2-IT1 -0.6312
TMF1 -0.6221
TMOD1 -0.3988
TMPO 0.3207
TMPRSS2 -0.3366
TMSB4X 0.8738
C1QA -0.2656
CLDN5 -0.2642
CLEC3B -0.6438
TNF 0.0242
TNNC2 0.2629
TNFAIP1 0.2677
TNFAIP2 0.277
TNFAIP3 0.0673
C1QB -0.2656
TNFAIP6 -0.0242
TNFRSF1A 0.0617
TNFRSF1B -0.2698
TNNC1 -0.6312
TNNI1 -0.2955
TNNI2 -0.7538
TNNI3 0.0706
TNNT1 0.0706
TNNT2 -0.2955
C1QC -0.2656
TNNT3 -0.7538
TNP1 -0.015
TNP2 0.0164
TNR 0.301
TNS1 -0.015
TNXA 0.0242
TNXB 0.0242
C1R 0.0617
TOP1 -1.3151
TOP1P1 0.9458
TOP1P2 -0.2944
TOP2A -0.2824
TOP2B 0.0777
TOP3A -0.3102
TP53 -0.2853
TP53BP1 -0.3133
TP53BP2 -0.2608
C1S 0.0617
TP73 -0.2698
TPBG 0.0938
TPD52 0.7037
TPD52L1 0.0673
TPD52L2 0.8138
TPH1 0.0807
TPI1 0.0617
TPM1 -0.2687
TPM2 -0.7127
C2 0.0242
TPM3 0.6166
TPM4 -0.7652
TPMT 0.0608
TPO 0.1505
TPP2 -0.2248
TPR -0.2675
TPSAB1 0.0164
TPT1 -0.2528
TPTE -0.5551
C3 -0.3648
CRISP2 0.0686
NR2C1 -0.2641
NR2C2 0.0777
HSP90B1 -0.2619
TRAF1 0.7292
TRAF2 0.0589
TRAF3 0.277
TRAF5 -0.2856
TRAF6 0.0447
C3AR1 0.0617
ACTG2 -0.1199
C4A 0.0242
TRH 0.3992
TRHR 0.6926
CCT3 0.8716
TRIO 0.684
TRIP6 0.2876
C4B 0.0242
TRO 0.2557
C4BPA -0.2856
TRPC1 0.4125
TRPC2 -0.7408
TRPC3 -0.2239
TRPC4 -0.2528
TRPC5 -0.5108
TRPC6 1.4671
TRPM2 -0.3366
TRPS1 0.6926
MIR650 -0.1735
MIR651 0.8738
LHFPL3-AS2 0.2876
INS-IGF2 -0.7538
ANP32AP1 -0.2383
MIR653 0.2876
MIR654 0.277
MIR655 0.277
MIR656 0.277
MIR657 -0.3045
MIR658 -0.3046
MIR659 -0.3046
MIR660 0.2384
MIR661 0.6926
MIR662 0.0164
MIR663A 0.3025
CXorf31 0.2384
SNHG4 0.0277
TSN -0.0237
TSC1 0.3513
TSC2 0.0164
C4BPB -0.2856
TSG101 0.0807
TSHB -0.2426
TSHR 0.3536
TSNAX -0.2394
TSPY1 -3.2774
TSPYL1 0.0673
CAPN5 -0.2207
TSSC1 0.1505
PHLDA2 -0.7538
TST -0.3046
TSTA3 0.6926
TTC1 0.0427
DNAJC7 -0.2998
TTC3 -0.3366
TTC4 -0.2491
C5 0.7292
TTF1 0.8667
TTK 0.0938
TTN -0.0281
TTPA 0.2706
TUB 0.4747
TTR 0.2889
LOC727677 0.6926
LINC00163 -0.3366
TUBA4A -0.015
SNORD116-19 1.3909
LOC727710 0.0683
ROCK1P1 0.7856
TUBA3C -0.2692
RNF208 0.0589
FAM75A3 -0.3512
GOLGA6L6 1.221
RGPD8 -0.0237
BHLHA9 -0.2974
LOC727896 0.6368
MUC5B -0.7538
TLCD2 -0.2974
LOC727915 -0.252
LOC727924 1.2803
GXYLT2 -0.6221
SDHAP2 0.4199
HEATR7A 0.6926
LOC727982 -0.1146
C5AR1 0.0719
TUBB2A 0.0393
LOC728012 0.0938
LOC728024 -0.2973
CT47A10 -0.5108
SSR4P1 -0.3366
LOC728040 -0.228
CT47A9 -0.5108
CT47A8 -0.5108
CT47A6 -0.5108
FAM133DP -0.0021
CT47A5 -0.5108
CT47A4 -0.5108
LINC00290 -0.1964
CT47A3 -0.5108
LOC728084 -0.1841
CT47A2 -0.5108
CT47A1 -0.5108
ZBTB8B -0.2687
FAM22A -0.2208
FAM22D -0.2208
TSPY3 -3.2774
LOC728175 0.269
LOC728190 -0.2208
LINC00460 -0.2248
FAM155A -0.2248
LOC728218 -0.2208
KRTAP4-8 -0.2576
LOC728228 0.2858
TMEM191B 0.4011
PI4KAP1 0.4011
FAM157A 0.4143
MIR143HG 0.0443
CLEC19A 0.0196
KRTAP2-2 -0.2824
D2HGDH -0.0545
KRTAP19-8 -0.282
TUBG1 -0.2998
GOLGA6L7P 0.2866
KRTAP9-1 -0.2576
LOC728323 -0.4159
GTF2H2C 0.0032
LOC728342 -0.5373
DEFA1B -0.4391
LOC728369 -0.2355
LOC728373 -0.2355
LOC728377 0.9506
POTEF 0.0165
LOC728379 -0.2355
USP17L5 -0.2355
LOC728392 -0.3153
LOC728393 -0.2355
TSPY4 -3.2774
TUFM 0.0196
LOC728400 -0.2355
TPI1P3 0.0673
TSPY8 -3.2774
AGAP8 0.0211
LOC728405 -0.2355
LOC728407 2.7097
C21orf54 -0.3074
GUSBP1 0.684
LOC728419 -0.2355
LOC728431 -0.2742
PPIEL -0.2742
OPN1MW2 -0.5108
LOC728463 0.3476
METTL24 0.0572
DNLZ 0.0589
SERF1B 0.0032
FAM74A3 -0.3512
LOC728537 -0.0073
LOC728554 0.1085
LOC728558 -0.2208
C12orf73 -0.2619
CNTNAP3B 0.3698
CCDC169 -0.2528
TUFT1 -0.2863
LOC728606 0.2889
SDHAP3 0.7078
LOC728613 0.7078
ASB9P1 -0.2857
CCDC30 -0.2742
SKP1P2 0.1465
DHRS4L1 0.823
FAM133CP 0.0957
CDK11A -0.2698
LOC728643 0.1084
HULC 0.0441
RPL13AP5 0.0211
SLC35E2B -0.2698
SPANXB1 -0.5108
TULP1 0.0686
LOC728716 -0.2698
ZBED3-AS1 -0.3667
LOC728724 0.6926
LOC728730 -0.1553
LOC728739 -0.2619
LOC728743 0.4876
ANKRD20A4 -0.271
LOC728752 0.1023
PIN4P1 -0.3133
PABPC1P2 -0.013
FRMPD2P1 1.2711
TULP2 0.0982
NSFP1 -0.8063
LOC728819 -0.1553
FAM72D -0.1866
C12orf71 0.0663
LOC728875 -1.7424
FAM182B 0.3025
TULP3 0.0951
CT45A2 -0.5108
NBPF24 -0.179
ZNF736 0.4816
TCEB3CL 0.2765
GPR89C -0.179
NBPF16 -0.179
PDZK1P1 -0.179
ZNF705D 0.2272
RPS15AP10 -0.2966
LOC728978 0.0481
LOC728989 -0.179
C6 0.684
HIRA -0.2642
LOC729013 0.0807
LOC729020 -0.2548
SLC15A5 1.4947
LOC729041 -0.2966
LOC729059 -0.2656
LOC729080 0.0277
OIP5-AS1 -0.3133
FAM198A -0.6438
AGAP5 -0.1826
BMS1P4 -0.1826
TWIST1 0.6699
LOC729121 -0.0298
GTF2IRD1P1 0.4816
ANKRD20A8P -0.0021
LOC729176 -0.6661
LOC729177 0.0608
STXBP5-AS1 -0.6661
TNFSF4 0.7116
SPACA5B 0.2384
FLJ45513 1.7408
CCR2 -0.6438
PRR20B -0.183
FAHD2CP -0.0021
SFTPA2 -0.1826
PRR20C -0.183
PRR20D -0.183
PRR20E -0.183
LOC729264 0.0739
ZNF286B -0.3102
TNFRSF4 -0.2698
OC90 0.6926
CETN4P -0.2239
PLIN4 -0.375
FAM86HP 0.4022
GAGE12J 0.2384
TXK -0.2136
GAGE2D 0.2384
LOC729420 -0.202
GAGE12C 0.2384
GAGE12B 0.2384
GAGE12E 0.2384
GATSL2 0.2876
CCDC61 0.0719
GAGE12H 0.2384
LOC729444 0.4011
GAGE2A 0.2384
HSD52 -0.1986
RAD51AP2 -0.1992
TXN -0.4202
LOC729506 0.6648
TMEM242 -0.7139
AACSP1 0.1085
PRAMEF14 -0.2698
FAM72A -0.2856
DIRC3 -0.015
SPDYE6 0.2876
TXNRD1 -0.2619
LOC729603 -0.7139
LOC729609 0.9123
FLJ37453 -0.2698
PRR23A 0.4125
MRS2P2 0.1539
ZNF812 -0.3648
C14orf38 0.2975
LOC729678 0.1085
LOC729683 -0.2842
FAM90A2P 0.2272
TYK2 0.4694
DNAJC27-AS1 -1.4852
LOC729732 -0.3588
LOC729737 -0.3878
LOC729739 0.0211
ZNF878 0.4694
CEACAM18 0.0982
GOLGA8C 1.221
SEC14L1P1 0.0447
TYMS 0.6368
FAM160A1 -0.2178
LOC729852 0.6699
LSP1P3 0.684
TBC1D3H 1.158
TYR -0.2155
LOC729911 0.0549
ISPD 0.6699
LOC729950 0.2889
SHISA7 0.0706
LOC729966 -0.7217
MORN2 -0.1553
LOC729970 -0.2384
FLJ30403 0.0982
LOC729987 -0.2384
MEF2BNB -0.7217
SHISA9 -1.395
C7 0.684
SEC14L6 -0.3191
ABCC6P2 0.0323
ZNF814 0.0706
ZNF726 -0.5938
LOC730091 0.4381
RRN3P1 0.0196
C16orf52 0.0196
TYRO3 -0.3133
LOC730101 0.0686
LOC730102 -0.1842
FAM166B -0.7127
TMEM229A 0.2736
GSTA7P 0.0686
LOC730159 0.7116
LOC730183 -0.0406
MEIS1-AS3 -0.1973
TYRO3P 0.0211
LOC730227 0.6303
IRG1 -0.202
PPIAL4E -0.179
ZNF735 0.4816
GTF2H2D 0.0032
LOC730441 0.4872
TYROBP 0.1023
TYRP1 -1.7912
LOC730668 -0.3174
U2AF1 -0.3366
KRTAP2-3 -0.2824
LOC730811 0.1505
FLJ36777 -0.2355
C8A -0.1821
UBA52 -0.7217
RFX8 -0.0073
LOC731223 0.2663
LOC731275 1.5073
UBB -0.3102
LOC731424 0.269
UBC 0.2996
UBA1 0.2384
LOC731779 0.6926
LOC731789 0.0593
UBA7 -0.7116
UBE2A -0.5108
C8B -0.1821
UBE2B 0.0277
UBE2D1 0.0957
UBE2D2 0.0277
TDRG1 0.0686
LOC732275 0.0683
UBE2D3 -0.2
UBE2E1 0.0777
UBE2E2 0.0777
UBE2G1 -0.3153
UBE2G2 -0.3366
UBE2H 0.3075
UBE2I 0.0164
C8G 0.0589
UBE2L3 -0.2707
UBE2N -0.2641
UBE2V1 1.2387
UBE2V2 -0.2889
UBE3A 0.064
OSGIN2 0.6866
SUMO1 -0.0581
UBP1 -0.6438
UBTF -0.3237
UCHL1 -0.2632
UCHL3 -0.202
UPK1B 0.3919
UCN -0.1491
C9 0.684
UCP1 -0.1916
UCP2 1.4696
UCP3 1.4696
UFD1L -0.2642
SNHG9 0.0164
SLC35A2 0.2384
SCGB1A1 -0.3067
UGCG -0.4202
UGDH -0.2632
UGP2 -0.1973
UGT2B4 -0.228
UGT2B7 -0.1883
UGT2B15 -0.1883
UGT2B17 -0.1883
UGT8 -0.2
UMOD 0.0196
UCK2 0.9735
UMPS 0.3919
COL14A1 0.6926
UNG -0.2619
USP4 -0.7116
NR1H2 0.0982
UPP1 0.6683
UPK2 -0.2591
VPS51 1.0567
UPK3A -0.3174
UQCRB 0.6926
UQCRC1 -0.7116
UQCRC2 0.0196
UQCRFS1 -0.2038
UQCRH -0.2966
UROD -0.2966
UROS -1.3218
USF1 0.5932
USF2 0.1023
USP1 -0.223
USH2A 0.3476
MRPL49 1.0567
CLRN1 0.4306
UTRN -0.6661
KDM6A 0.2384
UTY -3.2774
UVRAG 0.2808
VARS 0.0242
VASP 0.0719
VAV1 -0.3648
ZNHIT2 1.0567
VAV2 0.0589
VBP1 -0.5108
VCAM1 -0.2384
VCL -0.1826
VCP 1.7637
VDAC1 0.0277
VDAC2 -0.1826
VDAC3 -0.2889
VDR 0.1327
VEGFA 0.0686
VEGFB 1.0567
VEGFC -0.2182
VGF 0.2876
VHL 0.0777
VIL1 -0.015
EZR -0.7139
VIM 0.0042
VIP -0.7139
VIPR1 -0.6438
VIPR2 0.4564
VLDLR -1.8953
BEST1 0.6692
MPPED2 0.0703
VPREB1 -0.1735
TRPV1 -0.3153
VRK1 0.277
VRK2 -0.1827
VSNL1 -0.1992
VTN 0.2677
C11orf9 0.6692
VWF 0.0617
WARS 0.277
WAS 0.2384
ZAN 0.2876
WIPF1 -0.0281
EIF4H 0.2876
C11orf10 0.6692
CLIP2 0.2876
LAT2 0.2876
CORO2A -0.3988
WEE1 0.4747
WFS1 -0.2355
WHSC1 -0.2719
WHSC2 -0.2719
DAGLA 0.6692
WNT1 0.1315
WNT2 0.2909
WNT3 -0.3036
WNT5A -0.6312
WNT6 -0.015
WNT7A 0.0777
WNT7B -0.3174
WNT8A 0.0277
WNT8B -0.2548
WNT10B 0.1315
WNT11 0.2808
WNT2B -0.2426
WNT9A 0.3452
WNT9B -0.3036
WRB -0.3366
WRN -0.2995
WT1 0.0447
XBP1 -0.2944
XDH -0.1491
XG 1.2129
C16orf3 0.0683
XIST -0.4833
XK 0.9104
XPA -0.3988
XPC 0.0777
METTL12 -0.3067
XPNPEP1 -1.2404
XPNPEP2 -0.5108
XPO1 -0.1973
XRCC1 0.1045
XRCC2 0.4876
XRCC3 0.277
XRCC4 -1.241
FMNL1 -0.3237
XRCC5 -0.015
CEMP1 0.0164
YES1 0.6368
YY1 0.277
YWHAB 1.7994
C18orf1 0.6368
YWHAE -0.2974
YWHAG 0.2876
YWHAH -0.3249
YWHAZ 0.6926
ZAP70 -0.0073
SF1 1.0567
ZFP36 0.0725
ZFP37 -0.4202
PTTG1IP -0.3366
ZFP161 0.6368
ZFPL1 1.0567
ZFX 0.9123
ZFY -3.236
ZIC1 0.4306
ZIC2 -0.2248
ZIC3 -0.5108
ZNF2 -0.0021
C21orf2 -0.3366
ZNF3 0.2876
ZNF711 -0.4556
ZNF7 0.6926
ZNF8 0.0706
CNBP 0.3992
ZNF10 0.2996
ZNF12 0.6097
ZNF14 -0.7217
ZNF708 -0.6023
ZNF16 0.6926
ZNF17 0.0706
ZNF18 -0.2853
ZNF19 0.0683
ZNF20 0.4694
ZNF182 0.2384
TMEM50B -0.3074
ZNF22 0.0567
ZNF23 0.0683
ZNF24 0.2889
ZNF26 0.2996
ZNF28 0.0982
ZSCAN20 -0.2687
MPPED1 -0.3174
ZNF32 0.0567
ZNF33A 0.0839
ZNF33B 0.0567
ZNF35 -0.6438
ZKSCAN1 0.2876
ZNF37A 0.0839
ZSCAN21 0.2876
CA1 0.6866
ZNF41 0.2384
MZF1 0.1393
ZNF43 -0.5938
ZNF45 0.1045
ZBTB25 0.2975
CA2 0.6866
CA3 0.6866
CA4 1.9843
ZNF69 0.4694
ZNF70 -0.1735
ZNF74 -0.1836
ZNF75D -0.5108
ZNF75A 0.0164
ZNF76 0.0686
CA5A 0.0683
ZNF79 0.537
ZNF80 0.3837
ZNF84 0.2996
ZNF221 0.1045
ZNF85 -0.6023
ZNF90 -0.7217
ZNF91 -0.5938
CA6 -0.2698
ZNF99 -0.5938
CA7 0.0683
CA8 0.2706
ZNF222 0.1045
ZNF121 -0.3648
SYS1-DBNDD2 0.2837
LUZP6 0.3075
SNORD113-1 0.277
SNORD113-2 0.277
SNORD113-4 0.277
SNORD113-5 0.277
SNORD113-6 0.277
SNORD113-7 0.277
SNORD113-9 0.277
SNORD114-1 0.277
SNORD114-2 0.277
SNORD114-3 0.277
SNORD114-4 0.277
SNORD114-5 0.277
SNORD114-6 0.277
SNORD114-7 0.277
SNORD114-8 0.277
SNORD114-9 0.277
SNORD114-10 0.277
SNORD114-11 0.277
SNORD114-12 0.277
SNORD114-13 0.277
SNORD114-14 0.277
SNORD114-15 0.277
SNORD114-16 0.277
SNORD114-17 0.277
SNORD114-18 0.277
SNORD114-19 0.277
SNORD114-20 0.277
SNORD114-21 0.277
SNORD114-22 0.277
SNORD114-23 0.277
SNORD114-24 0.277
SNORD114-25 0.277
SNORD114-26 0.277
SNORD114-27 0.277
SNORD114-28 0.277
SNORD114-29 0.277
SNORD114-30 0.277
SNORD114-31 0.277
ZNF124 1.6601
PFN1P2 -0.179
CA9 -0.7127
HAR1A 0.8138
HAR1B 0.8138
MKRN3 0.985
PRCD -0.3027
RELL1 -0.2632
MIR758 0.277
MIR671 0.4876
MIR668 0.277
MIR767 -0.5108
MIR454 2.1218
MIR769 0.0719
MIR766 -0.5108
MIR802 -0.3074
MIR765 -0.3033
MIR770 0.277
PSAPL1 -0.2355
MKRN7P 0.2629
ZNF131 0.684
ZNF132 -2.3277
ZNF133 0.3025
ZNF134 0.0706
ZNF135 0.0706
ZNF136 0.4694
ZNF137P 0.0982
ZNF138 0.4816
ZNF140 0.2996
CA11 0.0982
ZNF141 -0.2719
ZNF142 -0.015
ZNF143 0.4747
PCGF2 2.4254
ZBTB16 -0.2591
ZNF146 0.1023
TRIM25 0.4075
ZNF148 0.3919
ZBTB17 -0.2698
CA12 -0.2687
ZNF154 0.0706
ZNF155 0.1045
ZNF157 0.2384
VEZF1 0.7273
ZNF165 0.0608
TRIM26 0.0242
ZNF174 0.0164
ZNF175 0.0982
CACNA1A 0.8885
ZNF177 -0.3648
RNF112 -0.3291
ZNF180 0.0719
RNF113A -0.5108
ZNF184 0.0608
ZNF185 -0.5108
CACNA1B 0.0589
ZNF187 0.0608
ZNF189 -0.3988
ZNF192 0.0608
ZNF193 0.0608
ZNF195 -0.7538
CACNA1C 0.0951
ZMYM2 -0.2692
ZNF200 0.0164
ZNF202 -0.2686
ZNF204P 0.0608
ZNF205 0.0164
ZNF207 0.2744
ZNF208 -0.5938
CACNA1D -0.6312
ZNF213 0.0164
ZNF214 0.4747
ZNF215 0.4747
ZFAND5 -0.4052
ZNF217 2.649
ZNF223 0.1045
ZNF224 0.1045
ZNF225 0.1045
ZNF226 0.1045
CACNA1E -0.2675
ZNF227 0.1045
ZFP112 0.1045
ZNF229 0.0719
ZNF230 0.1045
ZNF232 -0.3153
ZNF236 0.2583
SLC30A1 -0.2856
CACNA1F 0.2384
SLC30A2 -0.2656
SLC30A3 -0.1491
SLC30A4 -0.257
ZP2 0.0196
ZP3 0.2876
MAP3K12 0.1315
ZXDA 0.4395
CACNA1S -0.2955
ZYX 0.4968
LUZP1 -0.2656
PRDM2 -0.2698
DDR1 0.0242
DNALI1 -0.2742
PTP4A1 0.0858
LRP8 -0.2491
LAPTM5 -0.2687
FAM18A 0.0164
BSND -0.2491
CACNA2D1 0.2876
CSDE1 -0.2426
EVI5 -0.2324
DAP3 0.7552
CACNB1 2.6813
NPHS2 -0.2675
CACNB2 0.0544
BTG2 0.6303
PXDN 0.1505
CACNB3 0.1315
ALMS1 -0.1199
MOGS -0.1199
RNF103 -0.1199
TUBA1A 0.1315
PAX8 -0.0237
CACNB4 -0.0242
IL1R2 -0.0073
MALL -0.0298
CXCR4 -0.0124
FZD5 -0.0182
SCG2 -0.0531
CACNG1 0.3356
BRPF1 0.0777
IFRD2 -0.7116
MAPKAPK3 -0.652
SEMA3B -0.7116
SLMAP -0.6312
